Site,Plot,Date,Time,Observer,Transect,Position,OW Bluestem TL,OW Bluestem TR,OW Bluestem BL,OW Bluestem BR,Johnson TL,Johnson TR,Johnson BL,Johnson BR,Present?,Notes
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,15,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,18,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,21,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,24,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,27,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,30,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,33,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,36,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,39,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,42,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,45,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,48,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,0,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,3,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,6,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,9,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,12,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,15,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,18,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,21,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,24,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,27,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,30,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,33,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,36,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,39,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,42,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,45,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:59,"ER, LR",CTR,48,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,0,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,3,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,6,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,9,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,12,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,15,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,18,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,21,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,24,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,27,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,30,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,33,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,36,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,39,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,42,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,45,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,12:39,"ER, LR",QL2,48,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,0,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,3,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,6,0,1,1,0,0,0,0,0,Yes,
Clay,Middle,6/14/23,9:29,HA,QL1,9,0,0,1,1,0,0,0,0,Yes,
Clay,Middle,6/14/23,9:29,HA,QL1,12,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,15,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,18,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,21,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,24,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,27,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,30,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,33,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,36,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,39,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,42,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,9:29,HA,QL1,45,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:20,HA,QL1,48,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,0,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,3,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,6,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,9,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,12,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,15,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,18,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,21,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,24,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,27,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,30,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,33,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,36,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,39,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,42,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,10:28,HA,CTR,45,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:10,HA,CTR,48,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,0,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,3,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,6,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,9,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,12,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,15,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,18,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,21,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,24,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,27,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,30,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,33,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,36,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,39,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,42,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:13,HA,QL2,45,0,0,0,0,0,0,0,0,No,
Clay,Middle,6/14/23,11:46,HA,QL2,48,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,0,1,0,0,0,0,0,0,0,Yes,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,3,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,6,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,9,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,12,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,15,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,18,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,21,0,1,0,0,0,0,0,0,Yes,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,24,0,1,0,0,0,0,0,0,Yes,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,27,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,30,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,33,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,36,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,39,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,42,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,45,0,0,1,0,0,0,0,0,Yes,
Clay,Dove ,6/14/23,9:33,"MC, ER, RK",QL1,48,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,0,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,3,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,6,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,9,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,12,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,15,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,18,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,21,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,24,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,27,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,30,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,33,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,36,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,39,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,42,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,45,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,10:54,"MC, ER, RK",CTR,48,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,0,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,3,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,6,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,9,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,12,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,15,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,18,0,0,1,0,0,0,0,0,Yes,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,21,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,24,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,27,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,30,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,33,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,36,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,39,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,42,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,45,0,0,0,0,0,0,0,0,No,
Clay,Dove ,6/14/23,1:08,"MC, ER, RK",QL2,48,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,0,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,3,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,6,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,9,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,12,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,15,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,18,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,21,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,24,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,27,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,30,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,33,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,36,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,39,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:25,HA,QL1,42,1,1,1,1,0,0,0,0,Yes,
Clay,Gate,6/14/23,13:25,HA,QL1,45,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,13:49,HA,QL1,48,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,0,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,3,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,6,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,9,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,12,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,15,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,18,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,21,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,24,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,27,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,30,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,33,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,36,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,39,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,42,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,45,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:07,HA,CTR,48,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,0,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,3,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,6,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,9,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,12,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,15,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,18,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,21,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,24,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,27,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,30,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,33,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,36,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,39,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,42,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,14:58,HA,QL2,45,0,0,0,0,0,0,0,0,No,
Clay,Gate,6/14/23,15:23,HA,QL2,48,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,0,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,3,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,6,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,9,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,12,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,15,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,18,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,21,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,24,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,27,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,30,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,33,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,36,0,0,0,0,1,0,0,0,Yes,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,39,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,42,0,0,0,0,1,1,0,1,Yes,
Hagerman,Bennett Hill,6/25/23,11:32,EAL,QL1,45,0,0,0,0,0,0,0,1,Yes,
Hagerman,Bennett Hill,6/25/23,12:00,EAL,QL1,48,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,0,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,3,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,6,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,9,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,12,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,15,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,18,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,21,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,24,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,27,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,30,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,33,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,36,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,39,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,42,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,12:18,EAL,CTR,45,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:30,EAL,CTR,48,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,0,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,3,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,6,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,9,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,12,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,15,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,18,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,21,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,24,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,27,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,30,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,33,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,36,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,39,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,42,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,13:39,EAL,QL2,45,0,0,0,0,0,0,0,0,No,
Hagerman,Bennett Hill,6/25/23,14:10,EAL,QL2,48,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,0,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,3,0,0,0,0,1,0,0,0,Yes,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,6,0,0,0,0,0,0,0,1,Yes,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,9,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,12,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,15,0,0,0,0,0,0,0,1,Yes,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,18,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,21,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,24,0,0,0,0,0,0,0,1,Yes,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,27,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,30,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,33,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,36,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,39,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,42,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,8:29,EAL,QL1,45,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:17,EAL,QL1,48,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,0,0,0,0,0,0,1,0,1,Yes,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,3,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,6,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,9,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,12,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,15,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,18,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,21,0,0,0,0,0,0,0,0,No,
Hagerman,Meadow Pond,6/25/23,9:19,EAL,CTR,24,0,0,0,0,0,0,0,0,No,
