site,plot,date,observer,start_time,transectID,position,herb,wood,litter,bare,rocky,canopy,automatic_sum,notes,year,season,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,9,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,12,1,0,15,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,15,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,18,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,21,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,24,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,27,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,30,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,33,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,36,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,39,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,42,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,45,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,48,1.5,0,14.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,0,3,0,9.5,0,3.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,3,2.5,0.5,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,6,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,9,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,12,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,15,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,18,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,21,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,24,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,27,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,30,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,33,1,0,15,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,36,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,39,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,42,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,45,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,QL2,48,4,0,12,0,0,,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,0,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,3,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,6,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,9,3.5,0,10,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,12,4,0,11,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,15,4,0,11.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,18,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,21,5,0,7,4,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,24,4,0,7,5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,27,4,0,10.5,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,30,5,0,9.5,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,33,2.5,0,12.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,36,3.5,0,11,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,39,3.5,0,12,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,42,3,0,12,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:17,QL1,45,4.5,0,11,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,14:56,QL1,48,5,0.5,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,0,2,0,12.5,1,0.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,3,4.5,0,10,0,1.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,6,2.5,0,10.5,0.5,2.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,9,2,0,11.5,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,12,3.5,0.5,11,0.5,0.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,15,4,0,11,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,18,3,0,12.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,21,4.5,0,10.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,24,3,0,12,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,27,4,0,11.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,30,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,33,2.5,0,12.5,0,1,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,36,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,39,5,1,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,42,3,0,13,0,0,10,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:13,CENTER,45,4,0.5,11.5,0,0,6,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,CENTER,48,3.5,0,12.5,0,0,5,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,0,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,3,3,0,11,0,2,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,6,3,0,11,0,2,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,9,4,0,11,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,12,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,15,3,0,11,0,2,15,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,18,3,0,13,0,0,15,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,21,4,0,11.5,0,0.5,14,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,24,5,0,8.5,0,2.5,15,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,27,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,30,3,0,11,0.5,1.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,33,4,0,8.5,0,3.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,36,5,0,6.5,0,4.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,39,3,0,11.5,0,1.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,42,3,0,10,0,3,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,45,3,0,11,0.5,1.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Watertrap,6/16/2023,EAL,15:59,QL2,48,4,0,7,0.5,4.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,0,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,3,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,6,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,9,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,12,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,15,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,18,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,21,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,24,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,27,9,0,6.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,30,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,33,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,36,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,39,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,42,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,9:15,QL1,45,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:12,QL1,48,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,0,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,3,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,6,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,9,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,12,4.5,0.5,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,15,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,18,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,21,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,24,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,27,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,30,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,33,7.5,0,8.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,36,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,39,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,42,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,10:22,CENTER,45,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:07,CENTER,48,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,0,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,3,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,6,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,15,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,18,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,21,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,24,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,27,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,30,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,33,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,36,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,39,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,42,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,45,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,House,6/16/2023,EAL,11:11,QL2,48,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,0,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,3,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,6,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,9,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,15,9,0,6.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,18,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,21,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,24,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,27,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,30,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,33,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,36,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,39,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,42,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,45,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:01,QL1,48,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,0,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,3,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,6,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,9,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,12,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,15,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,18,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,21,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,24,5,0,10.5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,27,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,30,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,33,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,36,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,39,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,42,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,45,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,11:59,CENTER,48,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,0,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,3,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,6,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,9,5,0,10.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,12,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,15,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,18,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,21,3,0,12.5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,24,10,0,5.5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,27,4,0,11,0.5,0.5,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,30,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,33,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,36,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,39,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,42,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,45,10.5,0,4.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Wagley,Food,6/17/2023,EAL,12:39,QL2,48,10.5,0,5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,0,2.5,0,12,0,1.5,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,3,2,0,12,0,2,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,6,2,0,11.5,1.5,1,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,9,2,0,9.5,3.5,1,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,12,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,15,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,18,2.5,0,9,3.5,1,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,21,2,0,12.5,1,0.5,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,24,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,27,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,30,3,0,8,5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,33,3.5,0,12,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,36,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,39,3,0,11,1.5,0.5,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,42,3.5,0,7.5,5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,9:29,QL1,45,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:20,QL1,48,10.5,0,5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,0,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,3,3,0,11.5,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,6,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,9,3,0,11,2,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,12,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,15,2.5,0,9.5,4,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,18,5,0,10,1,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,24,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,27,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,30,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,33,4,0.5,11.5,0,0,0,16,1.5 = ant hill (1 + 18) ,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,36,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,39,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,42,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,10:28,CENTER,45,12.5,0,3,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Clay,Middle,6/14/2023,EAL,11:10,CENTER,48,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
