site,plot,date,observer,start_time,activity,participants,temp_F,wind_km_h,Clouds_pct,humidity_pct,notes,year,season,
Waco,Area 48,6/13/2021,,7:49,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",26.8,0,5.00%,93.40%,,2021,summer,
Waco,Area 48,6/13/2021,,9:00,AM Netting,"A. Espinoza, E. Lopez",28.5,0.9,20.00%,86.80%,,2021,summer,
Waco,Area 111,6/13/2021,,11:15,AM Netting,"A. Espinoza, E. Lopez",32.8,0.5,40.00%,69.50%,,2021,summer,
Waco,Area 52,6/13/2021,,9:08,AM Netting,"J. Dubon, S. Griffin",29.6,1,30.00%,72.20%,,2021,summer,
Waco,Area 48,6/13/2021,,13:07,PM Netting,"J. Dubon, S. Griffin",33.5,1,35.00%,61.20%,,2021,summer,
Waco,Area 111,6/13/2021,,15:12,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",34.9,0.4,30.00%,77.10%,,2021,summer,
Waco,Area 111,6/13/2021,,15:52,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",36.5,0,30.00%,76.00%,,2021,summer,
Waco,Area 48,6/13/2021,,16:18,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",39.4,0,30.00%,43.70%,,2021,summer,
Waco,Area 52,6/13/2021,,13:21,PM Netting,"J. Dubon, S. Griffin",39.3,0.4,20.00%,56.80%,,2021,summer,
Whitney,Main,6/14/2021,,7:29,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",27.3,0.5,25.00%,83.40%,,2021,summer,
Whitney,Woods,6/14/2021,,8:27,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",30,0.4,10.00%,85.40%,,2021,summer,
Whitney,Woods,6/14/2021,,9:00,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",29.4,0.6,10.00%,76.80%,,2021,summer,
Whitney,Main,6/14/2021,,10:35,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",34.5,1,40.00%,79.40%,,2021,summer,
Whitney,Woods,6/14/2021,,13:10,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",35.3,0.7,35.00%,63.70%,,2021,summer,
Whitney,Main,6/14/2021,,14:46,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",40.2,0.4,60.00%,54.00%,,2021,summer,
Whitney,Main,6/14/2021,,15:31,Pan traps up,"J. Dubon, A. Espinoza",36.3,0.8,80.00%,56.00%,,2021,summer,
Whitney,Woods,6/14/2021,,15:42,Pan traps up,"J. Dubon, A. Espinoza",36.3,0.8,80.00%,56.00%,,2021,summer,
Whitney,Flood,6/15/2021,,7:17,Pan traps down,"J. Dubon, A. Espinoza",26.4,0,0.00%,97.30%,,2021,summer,
Whitney,50 Acres,6/15/2021,,8:02,Pan traps down,"J. Dubon, A. Espinoza",30.7,0,2.00%,79.70%,,2021,summer,
Whitney,50 Acres,6/15/2021,,9:01,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",28.9,1.2,0.00%,78.20%,,2021,summer,
Whitney,Flood,6/15/2021,,10:52,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",33.7,0.5,30.00%,65.60%,,2021,summer,
Whitney,50 Acres,6/15/2021,,13:14,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",32.5,0,40.00%,59.80%,,2021,summer,
Whitney,Flood,6/15/2021,,14:51,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",36.5,0.5,50.00%,48.20%,,2021,summer,
Whitney,Flood,6/15/2021,,15:25,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",35.8,0.6,50.00%,46.70%,,2021,summer,
Whitney,50 Acres,6/15/2021,,16:12,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",35.2,1,50.00%,51.60%,,2021,summer,
Cow,Cactus,6/22/2021,,7:15,Pan traps down,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",22.2,0,35.00%,100.00%,,2021,summer,
Cow,Cattle,6/22/2021,,8:10,Pan traps down,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",21.7,0,35.00%,71.10%,,2021,summer,
Cow,Cattle,6/22/2021,,9:15,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",24.2,2.4,15.00%,58.80%,,2021,summer,
Cow,Cactus,6/22/2021,,10:21,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",26.4,4,10.00%,63.80%,,2021,summer,
Cow,Cattle,6/22/2021,,13:04,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",28.6,0.8,95.00%,59.20%,,2021,summer,
Cow,Cactus,6/22/2021,,14:27,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",30.4,1,100.00%,53.70%,,2021,summer,
Cow,Cactus,6/22/2021,,15:04,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",31.7,1.4,95.00%,59.50%,,2021,summer,
Cow,Cattle,6/22/2021,,15:30,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",29.7,0.6,100.00%,58.20%,,2021,summer,
Cow,Gas,6/23/2021,,7:03,Pan traps down,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",25.8,0,100.00%,79.90%,,2021,summer,
Cow,Hill,6/23/2021,,7:35,Pan traps down,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",24.5,1.7,100.00%,90.30%,,2021,summer,
Cow,Hill,6/23/2021,,9:04,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",28.8,0.8,60.00%,88.30%,,2021,summer,
Cow,Gas,6/23/2021,,10:23,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",31.2,1.4,55.00%,65.90%,,2021,summer,
Cow,Hill,6/23/2021,,13:02,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",34,0.6,15.00%,60.30%,,2021,summer,
Cow,Gas,6/23/2021,,14:19,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",35.8,2,5.00%,51.40%,,2021,summer,
Cow,Gas,6/23/2021,,14:58,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",36.3,4.2,0.00%,51.70%,,2021,summer,
Cow,Hill,6/23/2021,,15:13,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",36,1.9,0.00%,48.30%,,2021,summer,
Crow,Hill,6/22/2021,,7:24,Veg,"J. Dubon, B. Durrington",19.1,0.3,35.00%,83.30%,,2021,summer,
Crow,Hill,6/22/2021,,,Off transect milkweed,"J. Dubon, B. Durrington",70,0.4,28.10%,58.20%,,2021,summer,
Crow,Gas,6/22/2021,,,Veg,"J. Dubon, B. Durrington",29.4,0,35.00%,53.30%,,2021,summer,
Crow,Gas,6/22/2021,,4:25,Off transect milkweed,"J. Dubon, B. Durrington",28.6,0.4,100.00%,48.10%,,2021,summer,
Crow,Cattle,6/23/2021,,7:40,Veg,"J. Dubon, B. Durrington",24.1,1,100.00%,81.00%,,2021,summer,
Crow,Cattle,6/23/2021,,10:20,End off transect milkweed,"J. Dubon, B. Durrington",29.4,0.9,60.00%,65.80%,,2021,summer,
Crow,Cactus,6/23/2021,,11:09,Veg,"J. Dubon, B. Durrington",30.5,0.5,50.00%,66.50%,,2021,summer,
Crow,Cactus,6/23/2021,,13:17,Off transect milkweed,"J. Dubon, B. Durrington",34.9,0.4,15.00%,53.20%,,2021,summer,
Wagley,Watertrap,6/17/2021,,7:50,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",27.5,0,5.00%,67.10%,,2021,summer,
Wagley,Airstrip,6/17/2021,,8:42,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",30.5,0.2,5.00%,69.70%,,2021,summer,
Wagley,Airstrip,6/17/2021,,9:14,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",30,0.6,5.00%,66.40%,,2021,summer,
Wagley,Watertrap,6/17/2021,,11:23,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",31.7,0.7,5.00%,59.40%,,2021,summer,
Wagley,Airstrip,6/17/2021,,13:26,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",35.7,0.8,5.00%,44.80%,,2021,summer,
Wagley,Watertrap,6/17/2021,,15:06,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",36.2,3,5.00%,43.40%,,2021,summer,
Wagley,Watertrap,6/17/2021,,15:54,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",35.8,1.7,5.00%,43.20%,,2021,summer,
Wagley,Airstrip,6/17/2021,,16:36,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",37,1.4,5.00%,44.50%,,2021,summer,
Wagley,Food,6/19/2021,,7:26,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",25.4,0.4,0.00%,71.30%,,2021,summer,
Wagley,House,6/19/2021,,8:10,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",28,0.4,0.00%,70.80%,,2021,summer,
Wagley,House,6/19/2021,,9:06,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",26.4,1.2,0.00%,66.20%,,2021,summer,
Wagley,Food,6/19/2021,,10:47,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",29.5,1.7,0.00%,60.60%,,2021,summer,
Wagley,House,6/19/2021,,13:28,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",32.7,3,30.00%,49.20%,,2021,summer,
Wagley,Food,6/19/2021,,15:14,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",34.1,2.9,25.00%,44.10%,,2021,summer,
Wagley,Food,6/19/2021,,16:07,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",36.8,0.5,25.00%,44.40%,,2021,summer,
Wagley,House,6/19/2021,,16:23,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",36.6,1.3,25.00%,40.80%,,2021,summer,
Wagley,Food,6/17/2021,,8:20,Veg,"A. Espinoza, B. Durrington",26.6,0,0.00%,68.00%,,2021,summer,
Wagley,Food,6/17/2021,,12:43,Off transect milkweed,"A. Espinoza, B. Durrington",35.3,0,5.00%,58.20%,,2021,summer,
Wagley,House,6/17/2021,,14:44,Veg,"A. Espinoza, B. Durrington",33.1,0.6,5.00%,59.80%,,2021,summer,
Wagley,House,6/17/2021,,18:16,Veg,"A. Espinoza, B. Durrington",34.6,1,10.00%,49.80%,,2021,summer,
Wagley,Airstrip,6/19/2021,,7:26,Veg,"A. Espinoza, B. Durrington",20.6,0,0.00%,87.20%,,2021,summer,
Wagley,Airstrip,6/19/2021,,11:05,Off transect milkweed,"A. Espinoza, B. Durrington",27.7,0.6,0.00%,75.80%,,2021,summer,
Wagley,Watertrap,6/19/2021,,13:08,Veg,"A. Espinoza, B. Durrington",32.6,0.5,30.00%,68.30%,,2021,summer,
Clay,Deer,6/20/2021,,7:13,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",23.7,0.4,0.00%,73.00%,,2021,summer,
Clay,Gate,6/20/2021,,8:02,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",26.4,0.3,0.00%,67.60%,,2021,summer,
Clay,Gate,6/20/2021,,9:15,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",28.2,1.8,0.00%,62.00%,,2021,summer,
Clay,Deer,6/20/2021,,10:28,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",31.2,0.6,0.00%,57.70%,,2021,summer,
Clay,Gate,6/20/2021,,13:02,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",34.3,0.7,5.00%,54.60%,,2021,summer,
Clay,Deer,6/20/2021,,14:33,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",34.3,0.2,5.00%,52.20%,,2021,summer,
Clay,Deer,6/20/2021,,15:20,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",35.5,2.5,5.00%,48.20%,,2021,summer,
Clay,Gate,6/20/2021,,15:43,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",35,3.6,>5.00%,49.20%,,2021,summer,
Clay,Middle,6/21/2021,,7:07,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",25,2.5,15.00%,86.10%,,2021,summer,
Clay,Brushy,6/21/2021,,7:55,Pan traps down,"S. Griffin, E. Lopez, S. Wilhelm",26.1,1.6,15.00%,82.80%,,2021,summer,
Clay,Brushy,6/21/2021,,9:03,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",28.7,2,40.00%,70.40%,,2021,summer,
Clay,Middle,6/21/2021,,10:34,AM Netting,"S. Griffin, E. Lopez, S. Wilhelm",31.1,0.5,100.00%,62.80%,,2021,summer,
Clay,Brushy,6/21/2021,,13:00,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",31.8,1.4,95.00%,68.80%,,2021,summer,
Clay,Middle,6/21/2021,,15:30,PM Netting,"S. Griffin, E. Lopez, S. Wilhelm",27.5,4,100.00%,64.40%,,2021,summer,
Clay,Middle,6/21/2021,,15:08,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",31.2,1.2,70.00%,53.90%,,2021,summer,
Clay,Brushy,6/21/2021,,15:43,Pan traps up,"S. Griffin, E. Lopez, S. Wilhelm",33.4,2.4,85.00%,49.50%,,2021,summer,
Clay,Gate,6/21/2021,,7:20,Veg,"A. Espinoza, B. Durrington",25.4,0.5,10.00%,73.70%,,2021,summer,
Clay,Deer,6/21/2021,,10:50,Veg,"A. Espinoza, B. Durrington",30.5,0,100.00%,72.80%,,2021,summer,
Clay,Deer,6/21/2021,,12:53,Off transect milkweed,"A. Espinoza, B. Durrington",34.6,0,100.00%,72.50%,,2021,summer,
Clay,Brushy,6/20/2021,,7:47,Veg,"A. Espinoza, B. Durrington",24,0.8,0.00%,86.50%,,2021,summer,
Clay,Middle,6/20/2021,,13:42,Veg,"A. Espinoza, B. Durrington",34,1.3,10.00%,50.30%,,2021,summer,
Clay,Middle,6/20/2021,,15:35,Off transect milkweed,"A. Espinoza, B. Durrington",37.1,0.4,10.00%,64.10%,,2021,summer,
Lewisille,Westlake,6/25/2021,,7:35,Pan traps down,"A. Espinoza, E. Lopez",27.3,0.8,70.00%,80.00%,,2021,summer,
Lewisille,Airfield,6/25/2021,,8:18,Pan traps down,"A. Espinoza, E. Lopez",27.9,1.4,30.00%,77.20%,,2021,summer,
Lewisille,Airfield,6/25/2021,,9:00,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",29.4,1.8,30.00%,71.60%,,2021,summer,
Lewisille,Westlake,6/25/2021,,10:07,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",30.5,3.4,25.00%,67.30%,,2021,summer,
Lewisille,Airfield,6/25/2021,,13:07,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",33.3,2.2,10.00%,60.40%,,2021,summer,
Lewisille,Westlake,6/25/2021,,14:25,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",36.9,1.2,10.00%,52.00%,,2021,summer,
Lewisille,Westlake,6/25/2021,,15:01,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",38.4,1.4,5.00%,58.30%,1 bowl knocked over and many without water. And one bowl short when collecting,2021,summer,
Lewisille,Airfield,6/25/2021,,15:30,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",36.8,1.3,5.00%,49.50%,one bowl short when collecting,2021,summer,
Lewisille,Oakland,6/26/2021,,7:00,Pan traps down,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",27.3,1,85.00%,70.80%,,2021,summer,
Lewisille,Oakland,6/26/2021,,9:00,AM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",28.3,1.9,90.00%,72.30%,,2021,summer,
Lewisille,Oakland,6/26/2021,,14:01,PM Netting,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",33.4,0.5,70.00%,57.00%,,2021,summer,
Lewisille,Oakland,6/26/2021,,15:00,Pan traps up,"A. Espinoza, S. Griffin, E. Lopez, S. Wilhelm",35.2,0.9,40.00%,53.40%,,2021,summer,
Lewisille,Oakland,6/25/2021,,7:43,Veg,"J. Dubon, B. Durrington",26.8,0.4,75.00%,83.00%,,2021,summer,
Lewisille,Oakland,6/25/2021,,9:59,End veg,"J. Dubon, B. Durrington",29.9,1.3,20.00%,66.40%,,2021,summer,
Lewisille,Westlake,6/25/2021,,11:59,Veg,"J. Dubon, B. Durrington",32.8,0.9,15.00%,62.30%,,2021,summer,
Lewisille,Airfield,6/25/2021,,14:38,Veg,"J. Dubon, B. Durrington",36.1,0.8,5.00%,56.10%,,2021,summer,
Hagerman,Upper,6/27/2021,,8:13,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",27.6,0,35.00%,83.60%,,2021,summer,
Hagerman,Crow Hill,6/27/2021,,8:42,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",28.6,0.7,40.00%,83.20%,,2021,summer,
Hagerman,Crow Hill,6/27/2021,,9:19,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",28.2,0.9,40.00%,70.60%,,2021,summer,
Hagerman,Upper,6/27/2021,,10:33,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",31.2,1.3,40.00%,59.30%,,2021,summer,
Hagerman,Crow Hill,6/27/2021,,13:09,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",33.3,1.3,30.00%,55.30%,,2021,summer,
Hagerman,Upper,6/27/2021,,14:20,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.4,1.1,25.00%,52.70%,,2021,summer,
Hagerman,Upper,6/27/2021,,15:50,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",34.5,0,30.00%,63.10%,,2021,summer,
Hagerman,Crow Hill,6/27/2021,,16:08,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.6,0,30.00%,64.50%,,2021,summer,
Hagerman,Bennett Hill,6/29/2021,,10:40,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",29.3,2.7,85.00%,74.60%,,2021,summer,
Hagerman,Meadow Pond,6/29/2021,,11:50,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",31.5,0.6,70.00%,66.30%,,2021,summer,
Hagerman,Bennett Hill,6/29/2021,,13:22,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",33.5,0.5,90.00%,59.80%,,2021,summer,
Hagerman,Meadow Pond,6/29/2021,,14:37,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",33.7,0.5,65.00%,73.80%,,2021,summer,
Hagerman,Meadow Pond,6/30/2021,,7:25,Pan traps down,"B. Durrington, E. Lopez",22.5,0,95.00%,72.20%,,2021,summer,
Hagerman,Bennett Hill,6/30/2021,,7:49,Pan traps down,"B. Durrington, E. Lopez",22.5,0,95.00%,72.20%,,2021,summer,
Hagerman,Meadow Pond,6/30/2021,,16:36,Pan traps up,"B. Durrington, E. Lopez",32.2,1.7,50.00%,51.00%,,2021,summer,
Hagerman,Bennett Hill,6/30/2021,,16:51,Pan traps up,"B. Durrington, E. Lopez",32.2,1.7,50.00%,51.00%,,2021,summer,
Hagerman,Bennett Hill,6/27/2021,,7:17,Veg,"B. Durrington, S. Wilhelm",24.1,0,35.00%,82.20%,,2021,summer,
Hagerman,Bennett Hill,6/27/2021,,10:42,Off transect milkweed,"B. Durrington, S. Wilhelm",31.3,0.7,40.00%,57.60%,,2021,summer,
Hagerman,Meadow Pond,6/27/2021,,11:48,Veg,"B. Durrington, S. Wilhelm",33,0.3,30.00%,57.10%,,2021,summer,
Hagerman,Meadow Pond,6/27/2021,,13:39,Off transect milkweed,"B. Durrington, S. Wilhelm",33.6,0,45.00%,53.20%,,2021,summer,
Hagerman,Crow Hill,6/29/2021,,10:28,Veg,"B. Durrington, S. Wilhelm",26.3,0.6,75.00%,79.60%,,2021,summer,
Hagerman,Crow Hill,6/29/2021,,12:05,Off transect milkweed,"B. Durrington, S. Wilhelm",31.2,0.5,65.00%,71.40%,,2021,summer,
Hagerman,Upper,6/29/2021,,13:48,Veg (CTR),"B. Durrington, S. Wilhelm",31.5,0,75.00%,65.30%,,2021,summer,
Hagerman,Upper,6/29/2021,,15:15,End Off transect milkweed,"B. Durrington, S. Wilhelm",3.5,0,75.00%,50.60%,,2021,summer,
CrossTimbers,East,6/30/2021,,10:04,Veg,"B. Durrington, E. Lopez",,,50.00%,,kestrel down get weather from insect crew,2021,summer,
CrossTimbers,East,6/30/2021,,,Off transect milkweed,"B. Durrington, E. Lopez",,,,,kestrel down get weather from insect crew,2021,summer,
CrossTimbers,Middle,6/30/2021,,,Veg,"B. Durrington, E. Lopez",,,,,kestrel down get weather from insect crew,2021,summer,
CrossTimbers,Middle,6/30/2021,,,Off transect milkweed,"B. Durrington, E. Lopez",,,,,kestrel down get weather from insect crew,2021,summer,
CrossTimbers,50 Acres,6/30/2021,,8:31,Veg,"B. Durrington, E. Lopez",28,1.1,5.00%,75.50%,,2021,summer,
CrossTimbers,50 Acres,6/30/2021,,10:56,Off transect milkweed,"B. Durrington, E. Lopez",32.7,1.3,10.00%,63.5,,2021,summer,
CrossTimbers,Highway,6/30/2021,,12:59,Veg,"B. Durrington, E. Lopez",33.4,0.3,55.00%,54.40%,,2021,summer,
CrossTimbers,Highway,6/30/2021,,14:53,Off transect milkweed,"B. Durrington, E. Lopez",36.8,0.4,70.00%,48.10%,,2021,summer,
CrossTimbers,Highway,6/30/2021,,7:14,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",25,0.4,80.00%,83.50%,,2021,summer,
CrossTimbers,50 Acres,6/30/2021,,8:18,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",27.6,0.6,45.00%,75.70%,,2021,summer,
CrossTimbers,50 Acres,6/30/2021,,9:20,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",29,1.1,15.00%,73.40%,,2021,summer,
CrossTimbers,Highway,6/30/2021,,11:13,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",30.1,0.5,90.00%,77.70%,,2021,summer,
CrossTimbers,50 Acres,6/30/2021,,13:30,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",31.2,2.1,70.00%,62.70%,,2021,summer,
CrossTimbers,Highway,6/30/2021,,15:29,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",32.7,0.6,40.00%,62.10%,,2021,summer,
CrossTimbers,Highway,6/30/2021,,16:04,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",36.7,1.8,40.00%,45.20%,7 bowls lost,2021,summer,
CrossTimbers,50 Acres,6/30/2021,,16:55,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",34,0.2,25.00%,56.90%,1 lost,2021,summer,
CrossTimbers,Middle,7/1/2021,,7:39,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",27.7,0,5.00%,73.10%,,2021,summer,
CrossTimbers,East,7/1/2021,,8:19,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",31.4,0.4,5.00%,59.70%,,2021,summer,
CrossTimbers,East,7/1/2021,,9:00,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",29.5,1.9,5.00%,41.30%,,2021,summer,
CrossTimbers,Middle,7/1/2021,,10:15,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",31.7,1.6,5.00%,65.60%,,2021,summer,
CrossTimbers,East,7/1/2021,,13:06,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",32.4,1,50.00%,61.00%,,2021,summer,
CrossTimbers,Middle,7/1/2021,,14:15,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",35,1.9,65.00%,52.50%,,2021,summer,
CrossTimbers,Middle,7/1/2021,,15:13,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",35.7,2.1,80.00%,59.20%,1 lost,2021,summer,
CrossTimbers,East,7/1/2021,,15:33,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, S. Wilhelm",36.8,1.1,80.00%,55.10%,,2021,summer,
Stillhouse,50 Acres,6/4/2019,K. Simpson,7:43,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Stillhouse,WMA5,6/4/2019,K. Simpson,10:44,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Stillhouse,Dana Peak,6/4/2019,K. Simpson,13:35,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
Stillhouse,Dana Peak,6/6/2019,S. Wilhelm,7:20,Bee bowls down,"E. Lichtenberg, E. Lopez, S. Wilhelm",26.3,2.4,95%,85.30%,,2019,summer,
Stillhouse,WMA5,6/6/2019,S. Wilhelm,8:04,Bee bowls down,"E. Lichtenberg, E. Lopez, S. Wilhelm",23.9,2.3,90%,85.80%,,2019,summer,
Stillhouse,WMA5,6/6/2019,S. Wilhelm,9:00,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm",26,2,60%,79.00%,,2019,summer,
Stillhouse,Dana Peak,6/6/2019,S. Wilhelm,10:15,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm",27,6.2,40%,72.40%,,2019,summer,
Stillhouse,Dana Peak,6/6/2019,S. Wilhelm,11:22,Milkweed transects,"E. Lopez, S. Wilhelm",,,,,,2019,summer,
Stillhouse,WMA5,6/6/2019,S. Wilhelm,13:02,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm",32.5,1.7,0%,55.10%,,2019,summer,
Stillhouse,Dana Peak,6/6/2019,S. Wilhelm,14:16,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm",34.7,7.4,15%,50.10%,,2019,summer,
Stillhouse,Dana Peak,6/6/2019,S. Wilhelm,15:05,Bee bowls up,"E. Lopez, S. Wilhelm",36.8,2.1,35%,57.40%,,2019,summer,
Stillhouse,WMA5,6/6/2019,S. Wilhelm,15:37,Bee bowls up,"E. Lopez, S. Wilhelm",32.7,0.8,45%,55.20%,,2019,summer,
Stillhouse,50 Acres,6/7/2019,S. Wilhelm,7:35,Bee bowls down,"E. Lopez, S. Wilhelm",26.5,0.2,5%,72.10%,,2019,summer,
Stillhouse,50 Acres,6/7/2019,S. Wilhelm,8:05,Milkweed transects,"E. Lopez, S. Wilhelm",,,,,,2019,summer,
Stillhouse,WMA5,6/7/2019,S. Wilhelm,9:19,Milkweed transects,E. Lichtenberg,,,,,,2019,summer,
Stillhouse,50 Acres,6/7/2019,S. Wilhelm,10:02,AM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",32.6,3.8,5%,66.40%,,2019,summer,
Stillhouse,50 Acres,6/7/2019,S. Wilhelm,14:40,Bee bowls up,"E. Lopez, S. Wilhelm",33.4,3.9,55%,54.90%,,2019,summer,
Stillhouse,50 Acres,6/7/2019,S. Wilhelm,14:50,PM Netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, H. Niland",33.4,3.9,55%,54.90%,,2019,summer,
Whitney,Woods,6/13/2019,K. Simpson,7:21,Veg transects,"W. Behr, K. Simpson",,,,,,2019,summer,
