"","SWG_ID","site.plot","year","Method","Order","Family","Genus","Species","M.F","full_plant_sp","plot","taxon","insect.type","Genus_species","USDA_name","USDA_code"
"9547","SWG19_15454","Davis Middlenew","2019","netting","Lepidoptera","Lycaenidae","Strymon","melinus","NA","Melilotus officinalis","Middlenew","Lepidoptera_Lycaenidae_Strymon_melinus","lep","Strymon_melinus","Melilotus officinalis","MEOF"
"9548","SWG19_15455","Davis Middlenew","2019","netting","Lepidoptera","Nymphalidae","Phyciodes","tharos","NA","Rudbeckia amplexicaulis","Middlenew","Lepidoptera_Nymphalidae_Phyciodes_tharos","lep","Phyciodes_tharos",NA,NA
"9549","SWG19_15456","Davis Middlenew","2019","netting","Lepidoptera","Nymphalidae","Phyciodes","tharos","NA","Rudbeckia amplexicaulis","Middlenew","Lepidoptera_Nymphalidae_Phyciodes_tharos","lep","Phyciodes_tharos",NA,NA
"9550","SWG19_15457","Davis Middlenew","2019","netting","Lepidoptera","Hesperiidae","Hesperia","comma","NA","Plectocephalus americanus","Middlenew","Lepidoptera_Hesperiidae_Hesperia_comma","lep","Hesperia_comma","Centaurea americana","CEAM2"
"9551","SWG19_15458","Davis Middlenew","2019","netting","Lepidoptera","Hesperiidae","Atalopedes","campestris","NA","Plectocephalus americanus","Middlenew","Lepidoptera_Hesperiidae_Atalopedes_campestris","lep","Atalopedes_campestris","Centaurea americana","CEAM2"
"9552","SWG19_15459","Davis Middlenew","2019","netting","Lepidoptera","Nymphalidae","Phyciodes","tharos","NA","Ratibida columnifera","Middlenew","Lepidoptera_Nymphalidae_Phyciodes_tharos","lep","Phyciodes_tharos","Ratibida columnifera","RACO3"
"9553","SWG19_15462","Davis Middlenew","2019","Pan Trap","Coleoptera","Curculionidae","Odontocorynus","spp.","NA",NA,"Middlenew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","new croton Oka Highway fall 17","OkaCroton"
"9554","SWG19_15463","Davis Middlenew","2019","Pan Trap","Coleoptera","Curculionidae","Odontocorynus","spp.","NA",NA,"Middlenew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","new croton Oka Highway fall 17","OkaCroton"
"9555","SWG19_15464","Davis Middlenew","2019","Pan Trap","Hymenoptera","Crabronidae","Pluto","sp. 1","F",NA,"Middlenew","Hymenoptera_Crabronidae_Pluto_sp. 1","wasp","Pluto_sp. 1","new croton Oka Highway fall 17","OkaCroton"
"9556","SWG19_15465","Davis Middlenew","2019","Pan Trap","Hymenoptera","Crabronidae","Pluto","sp. 1","M",NA,"Middlenew","Hymenoptera_Crabronidae_Pluto_sp. 1","wasp","Pluto_sp. 1","new croton Oka Highway fall 17","OkaCroton"
"9557","SWG19_15466","Davis Middlenew","2019","Pan Trap","Diptera","Dolichopodidae","Condylostylus","caudatus","NA",NA,"Middlenew","Diptera_Dolichopodidae_Condylostylus_caudatus","fly","Condylostylus_caudatus","new croton Oka Highway fall 17","OkaCroton"
"9558","SWG19_15467","Davis Middlenew","2019","Pan Trap","Diptera","Dolichopodidae","Chrysotus","spp.","NA",NA,"Middlenew","Diptera_Dolichopodidae_Chrysotus_spp.","fly","Chrysotus_spp.","new croton Oka Highway fall 17","OkaCroton"
"9559","SWG19_15468","Davis Middlenew","2019","Pan Trap","Diptera","Dolichopodidae","Condylostylus","caudatus","NA",NA,"Middlenew","Diptera_Dolichopodidae_Condylostylus_caudatus","fly","Condylostylus_caudatus","new croton Oka Highway fall 17","OkaCroton"
"9560","SWG19_15469","Davis Middlenew","2019","Pan Trap","Diptera","Dolichopodidae","Condylostylus","caudatus","NA",NA,"Middlenew","Diptera_Dolichopodidae_Condylostylus_caudatus","fly","Condylostylus_caudatus","new croton Oka Highway fall 17","OkaCroton"
"9561","SWG19_15470","Davis Middlenew","2019","Pan Trap","Diptera","Dolichopodidae","Condylostylus","caudatus","NA",NA,"Middlenew","Diptera_Dolichopodidae_Condylostylus_caudatus","fly","Condylostylus_caudatus","new croton Oka Highway fall 17","OkaCroton"
"9562","SWG19_15471","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","F",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9563","SWG19_15472","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Helicobia?","NA","NA",NA,"Middlenew","Diptera_Sarcophagidae_Helicobia?","fly","Helicobia?_NA","new croton Oka Highway fall 17","OkaCroton"
"9564","SWG19_15473","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9565","SWG19_15474","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","NA","NA","NA",NA,"Middlenew","Diptera_Sarcophagidae","fly","NA_NA","new croton Oka Highway fall 17","OkaCroton"
"9566","SWG19_15475","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9567","SWG19_15476","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9568","SWG19_15477","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9569","SWG19_15478","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9570","SWG19_15479","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9571","SWG19_15480","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9572","SWG19_15481","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9573","SWG19_15482","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9574","SWG19_15483","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9575","SWG19_15484","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9576","SWG19_15485","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Rafaelia","rufiventris","NA",NA,"Middlenew","Diptera_Sarcophagidae_Rafaelia_rufiventris","fly","Rafaelia_rufiventris","new croton Oka Highway fall 17","OkaCroton"
"9577","SWG19_15486","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9578","SWG19_15487","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9579","SWG19_15488","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9580","SWG19_15489","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9581","SWG19_15490","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9582","SWG19_15491","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9583","SWG19_15492","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9584","SWG19_15493","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9585","SWG19_15494","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9586","SWG19_15495","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9587","SWG19_15496","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9588","SWG19_15497","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9589","SWG19_15498","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9590","SWG19_15499","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9591","SWG19_15500","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9592","SWG19_15501","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9593","SWG19_15502","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9594","SWG19_15503","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9595","SWG19_15504","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","F",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9596","SWG19_15505","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9597","SWG19_15506","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Ravinia","spp.","M",NA,"Middlenew","Diptera_Sarcophagidae_Ravinia_spp.","fly","Ravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9598","SWG19_15507","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Argoravinia","spp.","NA",NA,"Middlenew","Diptera_Sarcophagidae_Argoravinia_spp.","fly","Argoravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9599","SWG19_15508","Davis Middlenew","2019","Pan Trap","Diptera","Muscidae","Coenosia","spp.","NA",NA,"Middlenew","Diptera_Muscidae_Coenosia_spp.","fly","Coenosia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9600","SWG19_15509","Davis Middlenew","2019","Pan Trap","Diptera","Sarcophagidae","Argoravinia","spp.","NA",NA,"Middlenew","Diptera_Sarcophagidae_Argoravinia_spp.","fly","Argoravinia_spp.","new croton Oka Highway fall 17","OkaCroton"
"9601","SWG19_15510","Davis Middlenew","2019","Pan Trap","Hymenoptera","Figitidae","Figitinae","spp.","NA",NA,"Middlenew","Hymenoptera_Figitidae_Figitinae_spp.","wasp","Figitinae_spp.","new croton Oka Highway fall 17","OkaCroton"
"9602","SWG19_15511","Davis Middlenew","2019","Pan Trap","Diptera","Phoridae","NA","NA","NA",NA,"Middlenew","Diptera_Phoridae","fly","NA_NA","new croton Oka Highway fall 17","OkaCroton"
"9603","SWG19_15512","Davis Middlenew","2019","Pan Trap","Diptera","Phoridae","NA","NA","NA",NA,"Middlenew","Diptera_Phoridae","fly","NA_NA","new croton Oka Highway fall 17","OkaCroton"
"9604","SWG19_15513","Davis Middlenew","2019","Pan Trap","Diptera","Phoridae","NA","NA","NA",NA,"Middlenew","Diptera_Phoridae","fly","NA_NA","new croton Oka Highway fall 17","OkaCroton"
"9605","SWG19_15514","Davis Middlenew","2019","Pan Trap","Diptera","Chloropidae","Melanochaeta","spp.","NA",NA,"Middlenew","Diptera_Chloropidae_Melanochaeta_spp.","fly","Melanochaeta_spp.","new croton Oka Highway fall 17","OkaCroton"
"9606","SWG19_15515","Davis Middlenew","2019","Pan Trap","Diptera","Pipunculidae","Tomosvaryella","spp.","NA",NA,"Middlenew","Diptera_Pipunculidae_Tomosvaryella_spp.","fly","Tomosvaryella_spp.","new croton Oka Highway fall 17","OkaCroton"
"9607","SWG19_15516","Davis Middlenew","2019","Pan Trap","Diptera","Chloropidae","Chlorops","spp.","NA",NA,"Middlenew","Diptera_Chloropidae_Chlorops_spp.","fly","Chlorops_spp.","new croton Oka Highway fall 17","OkaCroton"
"9608","SWG19_15517","Davis Middlenew","2019","Pan Trap","Diptera","Chloropidae","Chlorops","spp.","NA",NA,"Middlenew","Diptera_Chloropidae_Chlorops_spp.","fly","Chlorops_spp.","new croton Oka Highway fall 17","OkaCroton"
"9609","SWG19_15518","Davis Middlenew","2019","Pan Trap","Diptera","Simuliidae","Simulium","spp.","NA",NA,"Middlenew","Diptera_Simuliidae_Simulium_spp.","fly","Simulium_spp.","new croton Oka Highway fall 17","OkaCroton"
"9610","SWG19_15519","Davis Middlenew","2019","Pan Trap","Diptera","Chloropidae","Chlorops","spp.","NA",NA,"Middlenew","Diptera_Chloropidae_Chlorops_spp.","fly","Chlorops_spp.","new croton Oka Highway fall 17","OkaCroton"
"9611","SWG19_15522","Davis Cedarsnew","2019","netting","Hymenoptera","Apidae","Apis","mellifera","F","Monarda citriodora","Cedarsnew","Hymenoptera_Apidae_Apis_mellifera","bee","Apis_mellifera","Monarda citriodora","MOCI"
"9612","SWG19_15523","Davis Cedarsnew","2019","netting","Hymenoptera","Apidae","Bombus","griseocollis","M","Cirsium spp.","Cedarsnew","Hymenoptera_Apidae_Bombus_griseocolis","bee","Bombus_griseocollis","Cirsium spp.","CIRSI"
"9613","SWG19_15524","Davis Cedarsnew","2019","netting","Diptera","Syrphidae","Toxomerus","marginatus","NA","Pyrrhopappus pauciflorus","Cedarsnew","Diptera_Syrphidae_Toxomerus_marginatus","fly","Toxomerus_marginatus","Pyrrhopappus pauciflorus","PYPA4"
"9614","SWG19_15525","Davis Cedarsnew","2019","netting","Diptera","Syrphidae","Toxomerus","marginatus","NA","Pyrrhopappus pauciflorus","Cedarsnew","Diptera_Syrphidae_Toxomerus_marginatus","fly","Toxomerus_marginatus","Pyrrhopappus pauciflorus","PYPA4"
"9615","SWG19_15526","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Erigeron philadelphicus","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Erigeron philadelphicus","ERPH"
"9616","SWG19_15527","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Plectocephalus americanus","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Centaurea americana","CEAM2"
"9617","SWG19_15528","Davis Cedarsnew","2019","netting","Coleoptera","Meloidae","Zonitis","spp.","NA","Rudbeckia amplexicaulis","Cedarsnew","Coleoptera_Meloidae_Zonitis_spp.","beetle","Zonitis_spp.",NA,NA
"9618","SWG19_15529","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Rudbeckia amplexicaulis","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.",NA,NA
"9619","SWG19_15530","Davis Cedarsnew","2019","netting","Coleoptera","Meloidae","Zonitis","spp.","NA","Rudbeckia amplexicaulis","Cedarsnew","Coleoptera_Meloidae_Zonitis_spp.","beetle","Zonitis_spp.",NA,NA
"9620","SWG19_15531","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Pyrrhopappus pauciflorus","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Pyrrhopappus pauciflorus","PYPA4"
"9621","SWG19_15532","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Pyrrhopappus pauciflorus","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Pyrrhopappus pauciflorus","PYPA4"
"9622","SWG19_15533","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Pyrrhopappus pauciflorus","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Pyrrhopappus pauciflorus","PYPA4"
"9623","SWG19_15534","Davis Cedarsnew","2019","netting","Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata","NA","Pyrrhopappus pauciflorus","Cedarsnew","Coleoptera_Chrysomelidae_Diabrotica_undecimpunctata","beetle","Diabrotica_undecimpunctata","Pyrrhopappus pauciflorus","PYPA4"
"9624","SWG19_15536","Davis Cedarsnew","2019","netting","Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata","NA","Pyrrhopappus pauciflorus","Cedarsnew","Coleoptera_Chrysomelidae_Diabrotica_undecimpunctata","beetle","Diabrotica_undecimpunctata","Pyrrhopappus pauciflorus","PYPA4"
"9625","SWG19_15537","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Asclepias viridis","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Asclepias viridis","ASVI2"
"9626","SWG19_15538","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Asclepias viridis","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Asclepias viridis","ASVI2"
"9627","SWG19_15539","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Asclepias viridis","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Asclepias viridis","ASVI2"
"9628","SWG19_15540","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Asclepias viridis","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Asclepias viridis","ASVI2"
"9629","SWG19_15541","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Asclepias viridis","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Asclepias viridis","ASVI2"
"9630","SWG19_15542","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Asclepias viridis","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Asclepias viridis","ASVI2"
"9631","SWG19_15543","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Asclepias viridis","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Asclepias viridis","ASVI2"
"9632","SWG19_15544","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Asclepias viridis","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Asclepias viridis","ASVI2"
"9633","SWG19_15545","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Asclepias viridis","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Asclepias viridis","ASVI2"
"9634","SWG19_15546","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Asclepias viridis","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Asclepias viridis","ASVI2"
"9635","SWG19_15547","Davis Cedarsnew","2019","netting","Coleoptera","Curculionidae","Odontocorynus","spp.","NA","Cirsium spp.","Cedarsnew","Coleoptera_Curculionidae_Odontocorynus_spp.","beetle","Odontocorynus_spp.","Cirsium spp.","CIRSI"
"9636","SWG19_15548","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Cirsium spp.","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Cirsium spp.","CIRSI"
"9637","SWG19_15549","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Cirsium spp.","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Cirsium spp.","CIRSI"
"9638","SWG19_15550","Davis Cedarsnew","2019","netting","Coleoptera","Chrysomelidae","Diabrotica","cristata","NA","Cirsium spp.","Cedarsnew","Coleoptera_Chrysomelidae_Diabrotica_cristata","beetle","Diabrotica_cristata","Cirsium spp.","CIRSI"
"9639","SWG19_15551","Davis Cedarsnew","2019","netting","Coleoptera","Dermestidae","Cryptorhopalum","groupe triste","NA","Cirsium spp.","Cedarsnew","Coleoptera_Dermestidae_Cryptorhopalum_groupe triste","beetle","Cryptorhopalum_groupe triste","Cirsium spp.","CIRSI"
"9640","SWG19_15552","Davis Cedarsnew","2019","netting","Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata","NA","Cirsium spp.","Cedarsnew","Coleoptera_Chrysomelidae_Diabrotica_undecimpunctata","beetle","Diabrotica_undecimpunctata","Cirsium spp.","CIRSI"
"9641","SWG19_15553","Davis Cedarsnew","2019","netting","Coleoptera","Meloidae","Nemognatha","piazata bicolor","NA","Cirsium spp.","Cedarsnew","Coleoptera_Meloidae_Nemognatha_piazata bicolor","beetle","Nemognatha_piazata bicolor","Cirsium spp.","CIRSI"
"9642","SWG19_15554","Davis Cedarsnew","2019","netting","Coleoptera","Meloidae","Epicauta","callosa","NA","Cirsium spp.","Cedarsnew","Coleoptera_Meloidae_Epicauta_callosa","beetle","Epicauta_callosa","Cirsium spp.","CIRSI"
"9643","SWG19_15555","Davis Cedarsnew","2019","netting","Coleoptera","Meloidae","Epicauta","callosa","NA","Cirsium spp.","Cedarsnew","Coleoptera_Meloidae_Epicauta_callosa","beetle","Epicauta_callosa","Cirsium spp.","CIRSI"
"9644","SWG19_15556","Davis Cedarsnew","2019","netting","Lepidoptera","Pieridae","Pontia","protodice","NA","Pyrrhopappus pauciflorus","Cedarsnew","Lepidoptera_Pieridae_Pontia_protodice","lep","Pontia_protodice","Pyrrhopappus pauciflorus","PYPA4"
"9645","SWG19_15557","Davis Cedarsnew","2019","netting","Lepidoptera","Pieridae","Pyrisitia","lisa","NA","Pyrrhopappus pauciflorus","Cedarsnew","Lepidoptera_Pieridae_Pyrisitia_lisa","lep","Pyrisitia_lisa","Pyrrhopappus pauciflorus","PYPA4"
"9646","SWG19_15558","Davis Cedarsnew","2019","netting","Lepidoptera","Hesperiidae","Polites","themistocles","NA","Achillea millefolium","Cedarsnew","Lepidoptera_Hesperiidae_Polites_themistocles","lep","Polites_themistocles","Achillea millefolium","ACMI2"
"9647","SWG19_15559","Davis Cedarsnew","2019","netting","Lepidoptera","Lycaenidae","Strymon","melinus","NA","Asclepias viridis","Cedarsnew","Lepidoptera_Lycaenidae_Strymon_melinus","lep","Strymon_melinus","Asclepias viridis","ASVI2"
"9648","SWG19_15560","Davis Cedarsnew","2019","netting","Lepidoptera","Nymphalidae","Junonia","coenia","NA","Pyrrhopappus pauciflorus","Cedarsnew","Lepidoptera_Nymphalidae_Junonia_coenia","lep","Junonia_coenia","Pyrrhopappus pauciflorus","PYPA4"
"9649","SWG19_15562","Davis Cedarsnew","2019","netting","Hymenoptera","Apidae","Bombus","pensylvanicus","F","Cirsium spp.","Cedarsnew","Hymenoptera_Apidae_Bombus_pensylvanicus","bee","Bombus_pensylvanicus","Cirsium spp.","CIRSI"
"9650","SWG19_15563","Davis Cedarsnew","2019","netting","Hymenoptera","Apidae","Apis","mellifera","F","Cirsium spp.","Cedarsnew","Hymenoptera_Apidae_Apis_mellifera","bee","Apis_mellifera","Cirsium spp.","CIRSI"
"9651","SWG19_15564","Davis Cedarsnew","2019","netting","Hymenoptera","Apidae","Apis","mellifera","F","Cirsium spp.","Cedarsnew","Hymenoptera_Apidae_Apis_mellifera","bee","Apis_mellifera","Cirsium spp.","CIRSI"
"9652","SWG19_15565","Davis Cedarsnew","2019","netting","Hymenoptera","Apidae","Bombus","pensylvanicus","F","Cirsium spp.","Cedarsnew","Hymenoptera_Apidae_Bombus_pensylvanicus","bee","Bombus_pensylvanicus","Cirsium spp.","CIRSI"
