site,date,plotname,observer,start_time,transectID,position,herb,wood,canopy,litter,bare,rocky,notes,year,season,site.plot,year_cat,fieldseason
Wagley,6/19/17,Airstrip,E. Lichtenberg,10:00,QL2,18,1,0,NA,15,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,E. Lichtenberg,10:00,QL2,21,4,0,NA,11.5,0.5,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,E. Lichtenberg,10:00,QL2,24,2.5,0,NA,12.5,1,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,E. Lichtenberg,10:00,QL2,27,2,0,NA,14,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,E. Lichtenberg,10:00,QL2,30,1,0,NA,15,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,B. Harter,10:00,QL2,33,7,0,NA,9,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,B. Harter,10:00,QL2,36,8,0,NA,8,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,B. Harter,10:00,QL2,39,8,0,NA,8,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,B. Harter,10:00,QL2,42,1,0,NA,15,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,B. Harter,10:00,QL2,45,3,0,NA,13,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Airstrip,B. Harter,10:00,QL2,48,4,0,NA,12,0,0,NA,2017,summer,Wagley Airstrip,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,0,10,0,NA,0,6,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,3,10,0,NA,0,6,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,6,9,0,NA,7,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,9,12,0,NA,4,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,12,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,15,12,0,NA,3,1,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,18,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,21,11,0,NA,5,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,24,5,0,NA,11,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,27,14,0,NA,0,2,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,30,11,0,NA,2,3,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,33,13,0,NA,3,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,36,9,0,NA,7,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,39,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,42,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,45,7,0,NA,3,6,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,J. Heiser,12:40,QL1,48,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,0,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,3,3.5,0,NA,10.5,2,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,6,0,0,NA,14,1,1,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,9,0,0,NA,16,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,12,0,0,NA,14,2,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,18,1,0,NA,15,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,21,4,0,NA,12,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,24,3,0,NA,13,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,27,5,0,NA,11,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,30,1,0,NA,13,0,2,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,33,3,0,NA,13,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,36,0,0,NA,16,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,39,1,0,NA,15,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,42,1,0,NA,14,0,1,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,45,2,0,NA,14,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,CENTER,48,2,0,NA,14,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,0,0,0,NA,14,1,1,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,3,0,0,NA,16,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,6,0,0,NA,15.5,0.5,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,9,8,0,NA,8,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,12,0,0,NA,16,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,15,3,0,NA,9,0,4,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,18,0,0,NA,15.5,0,0.5,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,21,9,0,NA,7,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,24,11,0,NA,4,0,1,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,27,1.5,0,NA,14.5,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,30,0,0,NA,16,0,0,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,33,0,0,NA,0,15.5,0.5,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,36,0.5,0,NA,13,0,2.5,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,39,2,0,NA,10,0,4,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,42,3,0,NA,10,0,3,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,45,2,0,NA,13,0,1,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/19/17,Watertrap,B. Harter,15:00,QL2,48,3,0,NA,12,0,1,NA,2017,summer,Wagley Watertrap,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,0,0,0,NA,13,3,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,3,3.5,0,NA,12.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,6,2,0,NA,14,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,9,1,0,NA,15,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,12,3,0,NA,13,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,15,6,0,NA,10,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,18,7,0,NA,9,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,21,3.5,0,NA,12.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,24,1,0,NA,15,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,27,1,0,NA,15,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,30,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,33,5,0,NA,11,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,36,6,0,NA,10,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,39,5,0,NA,11,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,42,8,0,NA,8,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,45,2,0,NA,14,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,QL1,48,11,0,NA,5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,0,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,3,3,0,NA,13,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,6,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,9,6,0,NA,10,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,12,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,15,2,0,NA,14,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,18,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,21,13,0,NA,3,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,24,3,0,NA,13,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,27,1,0,NA,15,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,30,5,0,NA,11,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,33,8,0,NA,8,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,36,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,39,5,0,NA,11,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,42,1,0,NA,15,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,45,3,0,NA,13,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,B. Harter,15:50,CENTER,48,8,0,NA,8,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,0,6,0,NA,10,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,3,3,0,NA,13,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,6,7.5,0,NA,8.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,9,11,0,NA,5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,12,8,0,NA,8,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,15,8.5,0,NA,7.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,18,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,21,5,0,NA,11,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,24,2.5,0,NA,13.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,27,7.5,0,NA,8.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,30,7.5,0,NA,8.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,33,2,0,NA,14,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,36,4,2,NA,10,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,39,4,0,NA,12,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,42,7.5,0,NA,8.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,45,3,0,NA,13,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,House,K. Strain,8:30,QL2,48,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley House,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,0,5.5,0,NA,10.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,3,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,6,7,0,NA,9,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,9,5.5,0,NA,10.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,12,6.5,0,NA,8.5,1,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,15,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,18,7,0,NA,9,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,21,6,0,NA,10,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,24,1.5,0,NA,14.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,27,9.5,0,NA,6.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,30,7.5,0,NA,8.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,33,10,0,NA,6,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,36,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,39,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,42,5,0,NA,11,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,45,5,0,NA,11,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL1,48,6,0,NA,10,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,0,15,0,NA,1,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,3,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,6,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,9,5.5,0,NA,10.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,12,2,0,NA,14,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,15,6,0,NA,10,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,18,7.5,0,NA,8.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,21,2,0,NA,14,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,24,8.5,0,NA,7.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,27,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,30,6,0,NA,10,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,33,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,36,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,39,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,42,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,45,10,0,NA,6,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,CENTER,48,11.5,0,NA,4.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,0,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,3,5,0,NA,11,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,6,10,0,NA,6,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,9,5,0,NA,11,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,12,2,0,NA,14,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,15,3,0,NA,13,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,18,3.5,0,NA,12.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,21,2.5,0,NA,13.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,24,12,0,NA,4,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,27,10,0,NA,6,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,30,6.5,0,NA,9.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,33,10.5,0,NA,5.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,36,10.5,0,NA,5.5,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,39,3,0,NA,13,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,42,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,45,16,0,NA,0,0,0,NA,2017,summer,Wagley Food,A,summer2017
Wagley,6/20/17,Food,K. Strain,11:29,QL2,48,8,0,NA,8,0,0,NA,2017,summer,Wagley Food,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,0,0,0,NA,15,0,1,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,3,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,6,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,9,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,12,11,0,NA,5,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,15,1.5,0,NA,14.5,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,18,3,0,NA,13,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,21,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,24,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,27,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,30,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,33,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,36,13,0,NA,3,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,39,10,0,NA,6,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,42,4,0,NA,12,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,45,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL1,48,3,0,NA,13,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,0,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,3,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,6,9,0,NA,7,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,9,12,0,NA,4,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,12,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,15,3,0,NA,13,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,18,1.5,0,NA,14.5,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,21,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,24,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,27,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,30,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,33,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,36,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,39,1.5,0,NA,14.5,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,42,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,45,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,CENTER,48,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL2,0,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL2,3,2,0,NA,14,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL2,6,4,0,NA,12,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL2,9,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL2,12,1,0,NA,15,0,0,NA,2017,summer,Clay Middle,A,summer2017
Clay,6/21/17,Middle,B. Harter,10:50,QL2,15,0,0,NA,16,0,0,NA,2017,summer,Clay Middle,A,summer2017
