Year,Site,Plot,Date,Time,Observer,Transect,Quad.,Bothriochloa_TR,Bothriochloa_TL,Bothriochloa_BR,Bothriochloa_BL,Total_Bothriochloa,Prop_Bothriochloa,Sorghastrum_TR,Sorghastrum_TL,Sorghastrum_BR,Sorghastrum_BL,Total_Sorghastrum,Prop_Sorghatrum,Present,Notes
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,9,0,0,0,0,0,0,1,1,0,1,3,0.75,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,12,0,0,0,0,0,0,1,1,1,1,4,1,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,15,0,0,0,1,1,0.25,0,0,0,0,0,0,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,18,1,1,1,0,3,0.75,0,0,0,0,0,0,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,21,1,1,1,1,4,1,0,0,0,0,0,0,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,24,1,1,1,0,3,0.75,0,0,0,0,0,0,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,27,0,1,0,1,2,0.5,0,0,0,0,0,0,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,33,1,0,1,1,3,0.75,0,0,0,0,0,0,yes,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Crow Hill,6/29/21,11:31,"S. Wilhelm, B. Durrington",QL2,48,0,0,0,1,1,0.25,0,0,0,0,0,0,yes,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,3,0,0,0,0,0,0,1,0,1,0,2,0.5,yes,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,6,0,0,0,0,0,0,1,1,0,0,2,0.5,yes,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,1,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:01,"S. Wilhelm, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,6,0,0,0,0,0,0,1,0,0,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,9,0,0,0,0,0,0,0,1,0,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,18,0,0,0,0,0,0,1,0,0,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,21,0,0,0,0,0,0,1,1,1,0,3,0.75,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,27,0,0,0,0,0,0,1,0,0,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,33,0,0,0,0,0,0,1,0,0,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,0,1,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,39,0,0,0,0,0,0,1,0,0,1,2,0.5,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,1,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,13:50,"S. Wilhelm, B. Durrington",CTR,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,9,0,0,0,0,0,0,0,1,1,0,2,0.5,yes,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,21,0,0,0,0,0,0,1,0,0,0,1,0.25,yes,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,36,1,1,0,0,2,0.5,0,0,0,0,0,0,yes,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Upper,6/29/21,14:31,"S. Wilhelm, B. Durrington",QL2,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,3,0,0,0,0,0,0,0,1,0,0,1,0.25,yes,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,15,0,0,0,0,0,0,1,1,0,0,2,0.5,yes,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,1,0,1,0.25,yes,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,11:52,"S. Wilhelm, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,0,0,0,0,0,0,0,0,1,1,1,3,0.75,yes,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,1,0,1,0.25,yes,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,33,0,0,0,0,0,0,1,1,0,0,2,0.5,yes,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,1,1,2,0.5,yes,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,12:38,"S. Wilhelm, B. Durrington",CTR,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Meadow Pond,6/27/21,13:12,"S. Wilhelm, B. Durrington",QL2,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,7:17,"S. Wilhelm, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,1,1,0.25,yes,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,8:36,"S. Wilhelm, B. Durrington",CTR,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Hagerman,Bennett Hill,6/27/21,9:33,"S. Wilhelm, B. Durrington",QL2,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Cross Timbers,East,6/30/21,10:04,"B. Durrington, E. Lopez",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
