year,season,site,plot,siteplot,date,precip14,avgprecip14,avgtemp14,maxtemp14,gdd14,precip30,avgprecip30,avgtemp30,maxtemp30,gdd30,precip60,avgprecip60,avgtemp60,maxtemp60,gdd60,precip90,avgprecip90,avgtemp90,maxtemp90,gdd90,precip120,avgprecip120,avgtemp120,maxtemp120,gdd120,precip150,avgprecip150,avgtemp150,maxtemp150,gdd150,precip180,avgprecip180,avgtemp180,maxtemp180,gdd180,precip365,avgprecip365,avgtemp365,maxtemp365,gdd365
2018,fall,Whitney,50 Acres,Whitney_50 Acres,9/12/2018,55.38,3.692,27.62,37.6,238.5,137.08,4.421935484,29.0483871,38.9,511.35,195.58,3.206229508,29.98032787,43.1,1218.45,243.17,2.672197802,29.94945055,43.1,1814.65,267.97,2.214628099,29.49173554,43.1,2357.8,343.33,2.273708609,27.56291391,43.1,2666.05,421.96,2.331270718,25.76243094,43.1,2898.35,755.23,2.063469945,19.63360656,43.1,4120.6
2019,fall,Whitney,50 Acres,Whitney_50 Acres,9/22/2019,7.92,0.528,28.96666667,38,242.85,17.68,0.570322581,29.06451613,38,504.1,24.36,0.399344262,29.40819672,38.5,1184.25,113.31,1.245164835,29.06043956,38.5,1735,228.31,1.886859504,28.32644628,38.5,2218.05,403.5,2.67218543,27.05099338,38.5,2575.6,529.56,2.925745856,25.35138122,38.5,2803.9,1205.19,3.292868852,18.72131148,38.5,3730.05
2017,summer,Whitney,50 Acres,Whitney_50 Acres,6/11/2017,116.14,7.742666667,25.2,32.8,220.9,169.8,5.477419355,24.22580645,32.8,426.7,210.71,3.454262295,22.30491803,32.8,759.75,422.28,4.64043956,21.07252747,32.8,1033.45,525.25,4.340909091,19.64049587,32.8,1236.25,587.27,3.889205298,18.22980132,32.8,1376.55,599.47,3.31198895,16.81270718,32.8,1498.7,1081.35,2.954508197,20.52240437,39.4,4188.3
2018,summer,Whitney,50 Acres,Whitney_50 Acres,6/13/2018,0,0,29.6,37.3,251.65,24.8,0.8,28.06129032,37.3,494.45,112.41,1.842786885,23.8704918,37.3,860.95,178.79,1.964725275,21.41538462,37.3,1089.05,303.12,2.505123967,19.27438017,37.3,1246.5,327.99,2.172119205,16.75165563,37.3,1326.3,386.75,2.136740331,14.98453039,37.3,1378.6,783.43,2.140519126,19.18060109,39.3,3955.55
2019,summer,Whitney,50 Acres,Whitney_50 Acres,6/14/2019,79.38,5.292,24.92,34.1,215.85,106.1,3.422580645,25.35806452,34.1,459.45,316.87,5.194590164,22.54590164,34.1,770.1,387.48,4.258021978,20.12307692,34.1,969.4,429.18,3.546942149,17.55041322,34.1,1071.3,450.23,2.981655629,15.88145695,34.1,1165.5,589.49,3.256850829,14.74530387,34.1,1250.15,1327.42,3.626830601,18.93606557,43.1,3807.2
2018,spring,Whitney,Flood,Whitney_Flood,4/28/2018,20.6,1.373333333,16.38666667,29.3,110.65,32.59,1.051290323,15.58709677,29.3,211.15,104.91,1.719836066,15.8442623,29.9,437.8,225.4,2.476923077,13.63626374,29.9,539.5,235.16,1.943471074,11.54214876,29.9,605.9,289.52,1.917350993,11.14900662,29.9,706.1,349.68,1.931933702,11.99668508,32.1,935.05,876.72,2.395409836,18.8,39.3,3822.15
2019,spring,Whitney,Flood,Whitney_Flood,4/5/2019,1.03,0.068666667,15.64666667,30.7,102.05,32.87,1.060322581,14.06451613,30.7,182.25,61.87,1.014262295,11.53606557,30.7,276.75,76.15,0.836813187,10.67252747,30.7,357.3,258.5,2.136363636,10.06115702,30.7,425.8,291.38,1.929668874,10.17152318,30.7,541.85,662.09,3.657955801,11.38729282,31.3,779.7,1106.14,3.022240437,19.08715847,43,3887.25
2017,fall,Whitney,Flood,Whitney_Flood,9/13/2017,0,0,24.14,35.3,198.65,78.9,2.54516129,26.33870968,36.8,461.9,138.99,2.27852459,27.8557377,39.3,1088.9,273.4,3.004395604,27.99010989,39.3,1636.8,436.95,3.611157025,27.22479339,39.3,2083.8,468.92,3.105430464,25.91324503,39.3,2411.5,683.36,3.775469613,24.91767956,39.3,2713.65,1081.7,2.955464481,20.31721311,39.3,4110.8
2018,fall,Whitney,Flood,Whitney_Flood,9/12/2018,51.88,3.458666667,27.66,37.6,238.65,144.24,4.652903226,29.07741935,39.1,511.5,209.87,3.440491803,29.99672131,43,1219.95,258.73,2.843186813,29.95384615,43,1816.2,291.67,2.410495868,29.5107438,43,2361,373.11,2.470927152,27.58675497,43,2670.65,449.84,2.485303867,25.78950276,43,2904.2,790.73,2.160464481,19.65218579,43,4129.55
2019,fall,Whitney,Flood,Whitney_Flood,9/22/2019,10.52,0.701333333,28.97333333,38,242.65,20.26,0.653548387,29.08387097,38,503.55,26.34,0.431803279,29.43770492,38.6,1185.4,117.48,1.290989011,29.09120879,38.6,1736.9,240.75,1.989669421,28.35867769,38.6,2220.9,413.19,2.736357616,27.08013245,38.6,2578.45,542.96,2.999779006,25.38563536,38.6,2808.25,1230.02,3.360710383,18.74125683,38.6,3738
2017,summer,Whitney,Flood,Whitney_Flood,6/11/2017,109,7.266666667,25.21333333,32.8,221.15,163.55,5.275806452,24.26774194,32.8,427.4,201.44,3.302295082,22.33442623,32.8,761.35,411.12,4.517802198,21.11208791,32.8,1036.75,511.31,4.225702479,19.68099174,32.8,1240.25,575.6,3.81192053,18.26688742,32.8,1381.3,588.09,3.249116022,16.85027624,32.8,1504.1,1075.83,2.93942623,20.55218579,39.3,4197.55
2018,summer,Whitney,Flood,Whitney_Flood,6/14/2018,0.31,0.020666667,29.73333333,37.4,252.05,32.94,1.062580645,28.23548387,37.4,495.55,114.38,1.875081967,24.1,37.4,874.75,191.11,2.10010989,21.67472527,37.4,1108.3,315.43,2.606859504,19.55206612,37.4,1271.55,338.31,2.240463576,16.96754967,37.4,1351.55,392.46,2.168287293,15.1320442,37.4,1401.2,805.4,2.200546448,19.20437158,39.3,3965
2019,summer,Whitney,Flood,Whitney_Flood,6/14/2019,87.48,5.832,24.92666667,34.2,215.8,109.66,3.537419355,25.38064516,34.2,459.6,325.42,5.334754098,22.57704918,34.2,771.05,396.34,4.355384615,20.15384615,34.2,971.4,439.87,3.635289256,17.57768595,34.2,1073.95,463.52,3.069668874,15.90794702,34.2,1168.8,600.02,3.315027624,14.76574586,34.2,1254.05,1366.13,3.732595628,18.94726776,43,3813.95
2018,spring,Whitney,Main,Whitney_Main,4/28/2018,20.64,1.376,16.35333333,29.2,110.05,32.86,1.06,15.55483871,29.2,209.75,105.67,1.732295082,15.81311475,29.9,435.6,228.54,2.511428571,13.61318681,29.9,537.3,237.68,1.964297521,11.51983471,29.9,602.7,296.52,1.963708609,11.13311258,29.9,702.35,350.24,1.935027624,11.97790055,32.1,930.45,874.83,2.390245902,18.78551913,39.3,3816
2019,spring,Whitney,Main,Whitney_Main,4/5/2019,1.1,0.073333333,15.59333333,30.7,101.45,32.23,1.039677419,14.0483871,30.7,181.4,58.95,0.966393443,11.51967213,30.7,275.45,71.77,0.788681319,10.65274725,30.7,354.9,256.26,2.11785124,10.05041322,30.7,423.05,288.39,1.90986755,10.15761589,30.7,538.35,652.74,3.606298343,11.37513812,31.2,775.45,1063.37,2.905382514,19.07185792,43.1,3878.05
2017,fall,Whitney,Main,Whitney_Main,9/25/2017,0,0,26.62,35.2,223.4,35.63,1.149354839,25.60645161,35.3,445.05,119.51,1.959180328,27.39180328,39.3,1060.9,214.33,2.355274725,27.95054945,39.3,1633.35,387.51,3.202561983,27.61570248,39.3,2131.5,454.54,3.010198675,26.50728477,39.3,2497.75,663.1,3.663535912,25.34475138,39.3,2791.35,1051.62,2.873278689,20.2784153,39.3,4098.8
2018,fall,Whitney,Main,Whitney_Main,9/12/2018,55.38,3.692,27.62,37.6,238.5,137.08,4.421935484,29.0483871,38.9,511.35,195.58,3.206229508,29.98032787,43.1,1218.45,243.17,2.672197802,29.94945055,43.1,1814.65,267.97,2.214628099,29.49173554,43.1,2357.8,343.33,2.273708609,27.56291391,43.1,2666.05,421.96,2.331270718,25.76243094,43.1,2898.35,755.23,2.063469945,19.63360656,43.1,4120.6
2019,fall,Whitney,Main,Whitney_Main,9/22/2019,7.92,0.528,28.96666667,38,242.85,17.68,0.570322581,29.06451613,38,504.1,24.36,0.399344262,29.40819672,38.5,1184.25,113.31,1.245164835,29.06043956,38.5,1735,228.31,1.886859504,28.32644628,38.5,2218.05,403.5,2.67218543,27.05099338,38.5,2575.6,529.56,2.925745856,25.35138122,38.5,2803.9,1205.19,3.292868852,18.72131148,38.5,3730.05
2017,summer,Whitney,Main,Whitney_Main,6/12/2017,116.14,7.742666667,25.14,32.8,220.5,169.75,5.475806452,24.39032258,32.8,430.9,203.52,3.336393443,22.44590164,32.8,768.4,421.2,4.628571429,21.28571429,32.8,1050.55,525.25,4.340909091,19.72975207,32.8,1246.25,587.27,3.889205298,18.27483444,32.8,1383.35,599.47,3.31198895,16.90828729,32.8,1512.9,1081.35,2.954508197,20.52076503,39.4,4187.75
2018,summer,Whitney,Main,Whitney_Main,6/13/2018,0,0,29.6,37.3,251.65,24.8,0.8,28.06129032,37.3,494.45,112.41,1.842786885,23.8704918,37.3,860.95,178.79,1.964725275,21.41538462,37.3,1089.05,303.12,2.505123967,19.27438017,37.3,1246.5,327.99,2.172119205,16.75165563,37.3,1326.3,386.75,2.136740331,14.98453039,37.3,1378.6,783.43,2.140519126,19.18060109,39.3,3955.55
2019,summer,Whitney,Main,Whitney_Main,6/13/2019,85.44,5.696,25.08,34.1,217.65,106.1,3.422580645,25.28064516,34.1,457.4,344.55,5.648360656,22.33442623,34.1,759.2,387.48,4.258021978,20.00549451,34.1,960.35,429.18,3.546942149,17.41404959,34.1,1059.8,450.23,2.981655629,15.75695364,34.1,1151.85,589.49,3.256850829,14.65469613,34.1,1236.95,1327.42,3.626830601,18.95409836,43.1,3813.75
2018,spring,Whitney,Woods,Whitney_Woods,4/28/2018,20.64,1.376,16.35333333,29.2,110.05,32.86,1.06,15.55483871,29.2,209.75,105.67,1.732295082,15.81311475,29.9,435.6,228.54,2.511428571,13.61318681,29.9,537.3,237.68,1.964297521,11.51983471,29.9,602.7,296.52,1.963708609,11.13311258,29.9,702.35,350.24,1.935027624,11.97790055,32.1,930.45,874.83,2.390245902,18.78551913,39.3,3816
2019,spring,Whitney,Woods,Whitney_Woods,4/5/2019,1.1,0.073333333,15.59333333,30.7,101.45,32.23,1.039677419,14.0483871,30.7,181.4,58.95,0.966393443,11.51967213,30.7,275.45,71.77,0.788681319,10.65274725,30.7,354.9,256.26,2.11785124,10.05041322,30.7,423.05,288.39,1.90986755,10.15761589,30.7,538.35,652.74,3.606298343,11.37513812,31.2,775.45,1063.37,2.905382514,19.07185792,43.1,3878.05
2017,fall,Whitney,Woods,Whitney_Woods,9/13/2017,0,0,24.12666667,35.3,198.65,66.59,2.148064516,26.33225806,36.8,461.85,123.04,2.01704918,27.84754098,39.3,1088.8,271.37,2.982087912,27.98681319,39.3,1636.9,441.12,3.645619835,27.21487603,39.3,2083.1,474.89,3.144966887,25.9,39.3,2410.05,692.57,3.826353591,24.89834254,39.3,2710.55,1075.36,2.938142077,20.29289617,39.3,4104.15
2018,fall,Whitney,Woods,Whitney_Woods,9/12/2018,55.38,3.692,27.62,37.6,238.5,137.08,4.421935484,29.0483871,38.9,511.35,195.58,3.206229508,29.98032787,43.1,1218.45,243.17,2.672197802,29.94945055,43.1,1814.65,267.97,2.214628099,29.49173554,43.1,2357.8,343.33,2.273708609,27.56291391,43.1,2666.05,421.96,2.331270718,25.76243094,43.1,2898.35,755.23,2.063469945,19.63360656,43.1,4120.6
2019,fall,Whitney,Woods,Whitney_Woods,9/22/2019,7.92,0.528,28.96666667,38,242.85,17.68,0.570322581,29.06451613,38,504.1,24.36,0.399344262,29.40819672,38.5,1184.25,113.31,1.245164835,29.06043956,38.5,1735,228.31,1.886859504,28.32644628,38.5,2218.05,403.5,2.67218543,27.05099338,38.5,2575.6,529.56,2.925745856,25.35138122,38.5,2803.9,1205.19,3.292868852,18.72131148,38.5,3730.05
2017,summer,Whitney,Woods,Whitney_Woods,6/12/2017,116.14,7.742666667,25.14,32.8,220.5,169.75,5.475806452,24.39032258,32.8,430.9,203.52,3.336393443,22.44590164,32.8,768.4,421.2,4.628571429,21.28571429,32.8,1050.55,525.25,4.340909091,19.72975207,32.8,1246.25,587.27,3.889205298,18.27483444,32.8,1383.35,599.47,3.31198895,16.90828729,32.8,1512.9,1081.35,2.954508197,20.52076503,39.4,4187.75
2018,summer,Whitney,Woods,Whitney_Woods,6/14/2018,0,0,29.68,37.3,251.9,24.8,0.8,28.17419355,37.3,495.35,100.16,1.641967213,24.04754098,37.3,871.65,178.79,1.964725275,21.62527473,37.3,1103.95,303.12,2.505123967,19.51322314,37.3,1266.75,327.99,2.172119205,16.93576159,37.3,1346.55,386.75,2.136740331,15.10055249,37.3,1395.15,783.43,2.140519126,19.18606557,39.3,3957.55
2019,summer,Whitney,Woods,Whitney_Woods,6/13/2019,85.44,5.696,25.08,34.1,217.65,106.1,3.422580645,25.28064516,34.1,457.4,344.55,5.648360656,22.33442623,34.1,759.2,387.48,4.258021978,20.00549451,34.1,960.35,429.18,3.546942149,17.41404959,34.1,1059.8,450.23,2.981655629,15.75695364,34.1,1151.85,589.49,3.256850829,14.65469613,34.1,1236.95,1327.42,3.626830601,18.95409836,43.1,3813.75
2018,spring,Waco,Area 12,Waco_Area 12,4/16/2018,15.54,1.036,14.55333333,28.9,92.75,78.92,2.545806452,16.67741935,29.8,239.8,150.85,2.47295082,15.23606557,29.9,412.8,165.14,1.814725275,12.42967033,29.9,490.35,210.25,1.737603306,10.84710744,29.9,540.45,218.33,1.44589404,11.18145695,29.9,704.5,280.75,1.551104972,12.21878453,32,955.7,704.52,1.924918033,19.15355191,39.1,3912.6
2019,summer,Wagley,Airstrip,Wagley_Airstrip,5/31/2019,124.96,8.330666667,24.27333333,31.5,210.5,292.48,9.43483871,21.59354839,31.5,358.6,415.96,6.819016393,19.38852459,35.5,606.35,459.71,5.051758242,16.66043956,35.5,745.7,487.88,4.032066116,14.70991736,35.5,843.4,512.43,3.393576159,12.99602649,35.5,904.1,591.82,3.269723757,11.96961326,35.5,961.6,1269.68,3.469071038,17.85737705,43.7,3622.45
2019,summer,Wagley,Food,Wagley_Food,6/1/2019,134.92,8.994666667,24.17333333,31.5,209.3,299.48,9.660645161,21.59354839,31.5,358.65,425.92,6.982295082,19.66229508,35.5,618.2,469.67,5.161208791,16.86703297,35.5,758.85,497.84,4.114380165,14.85041322,35.5,855.45,522.39,3.459536424,13.09668874,35.5,914.3,601.78,3.324751381,12.02928177,35.5,969.3,1279.64,3.496284153,17.83770492,43.7,3615.3
2019,summer,Wagley,House,Wagley_House,5/31/2019,124.96,8.330666667,24.27333333,31.5,210.5,292.48,9.43483871,21.59354839,31.5,358.6,415.96,6.819016393,19.38852459,35.5,606.35,459.71,5.051758242,16.66043956,35.5,745.7,487.88,4.032066116,14.70991736,35.5,843.4,512.43,3.393576159,12.99602649,35.5,904.1,591.82,3.269723757,11.96961326,35.5,961.6,1269.68,3.469071038,17.85737705,43.7,3622.45
2019,summer,Wagley,Watertrap,Wagley_Watertrap,5/31/2019,124.96,8.330666667,24.27333333,31.5,210.5,292.48,9.43483871,21.59354839,31.5,358.6,415.96,6.819016393,19.38852459,35.5,606.35,459.71,5.051758242,16.66043956,35.5,745.7,487.88,4.032066116,14.70991736,35.5,843.4,512.43,3.393576159,12.99602649,35.5,904.1,591.82,3.269723757,11.96961326,35.5,961.6,1269.68,3.469071038,17.85737705,43.7,3622.45
2021,spring,Clay,Middle,Clay_Middle,4/9/2021,0.47,0.031333333,16.38666667,29.9,112.1,36.17,1.166774194,15.93870968,29.9,218.35,71.46,1.17147541,10.44754098,29.9,305.6,113.25,1.244505495,9.557142857,29.9,372.35,176.83,1.461404959,9.211570248,29.9,461.8,201.27,1.332913907,9.737748344,29.9,607.05,259.61,1.434309392,10.73370166,37.8,835.5,745.23,2.036147541,17.9068306,42.9,3631.55
2021,spring,Clay,Deer,Clay_Deer,4/9/2021,0.57,0.038,16.4,29.7,111.8,37.34,1.204516129,15.9516129,29.7,218.05,74.96,1.228852459,10.4704918,29.7,305,114.65,1.25989011,9.573626374,29.7,371.55,179.18,1.480826446,9.243801653,29.7,461,205.68,1.362119205,9.781456954,29.7,606.15,269.78,1.490497238,10.77679558,37.6,834.3,750.24,2.049836066,17.93879781,42.8,3631.2
2021,spring,Clay,Gate,Clay_Gate,4/9/2021,0.47,0.031333333,16.38666667,29.9,112.1,36.17,1.166774194,15.93870968,29.9,218.35,71.46,1.17147541,10.44754098,29.9,305.6,113.25,1.244505495,9.557142857,29.9,372.35,176.83,1.461404959,9.211570248,29.9,461.8,201.27,1.332913907,9.737748344,29.9,607.05,259.61,1.434309392,10.73370166,37.8,835.5,745.23,2.036147541,17.9068306,42.9,3631.55
2021,spring,Clay,Brushy,Clay_Brushy,4/9/2021,0.47,0.031333333,16.38666667,29.9,112.1,36.17,1.166774194,15.93870968,29.9,218.35,71.46,1.17147541,10.44754098,29.9,305.6,113.25,1.244505495,9.557142857,29.9,372.35,176.83,1.461404959,9.211570248,29.9,461.8,201.27,1.332913907,9.737748344,29.9,607.05,259.61,1.434309392,10.73370166,37.8,835.5,745.23,2.036147541,17.9068306,42.9,3631.55
2021,spring,CrossTimbers,Highway,CrossTimbers_Highway,4/25/2021,53.2,3.546666667,12.48,28.8,65.9,53.58,1.728387097,14.07096774,28.8,178.8,100.84,1.653114754,13.60655738,28.8,335.8,121.73,1.337692308,9.473626374,28.8,377.15,169.69,1.402396694,8.719008264,28.8,424.55,195.78,1.296556291,8.388741722,28.8,500.8,239.59,1.323701657,9.155248619,28.8,668.85,785.8,2.146994536,16.57131148,39.9,3256.7
2021,spring,CrossTimbers,Middle,CrossTimbers_Middle,4/25/2021,53.2,3.546666667,12.48,28.8,65.9,53.58,1.728387097,14.07096774,28.8,178.8,100.84,1.653114754,13.60655738,28.8,335.8,121.73,1.337692308,9.473626374,28.8,377.15,169.69,1.402396694,8.719008264,28.8,424.55,195.78,1.296556291,8.388741722,28.8,500.8,239.59,1.323701657,9.155248619,28.8,668.85,785.8,2.146994536,16.57131148,39.9,3256.7
2021,spring,CrossTimbers,50 Acres,CrossTimbers_50 Acres,4/25/2021,53.2,3.546666667,12.48,28.8,65.9,53.58,1.728387097,14.07096774,28.8,178.8,100.84,1.653114754,13.60655738,28.8,335.8,121.73,1.337692308,9.473626374,28.8,377.15,169.69,1.402396694,8.719008264,28.8,424.55,195.78,1.296556291,8.388741722,28.8,500.8,239.59,1.323701657,9.155248619,28.8,668.85,785.8,2.146994536,16.57131148,39.9,3256.7
2021,spring,CrossTimbers,East,CrossTimbers_East,4/25/2021,53.2,3.546666667,12.48,28.8,65.9,53.58,1.728387097,14.07096774,28.8,178.8,100.84,1.653114754,13.60655738,28.8,335.8,121.73,1.337692308,9.473626374,28.8,377.15,169.69,1.402396694,8.719008264,28.8,424.55,195.78,1.296556291,8.388741722,28.8,500.8,239.59,1.323701657,9.155248619,28.8,668.85,785.8,2.146994536,16.57131148,39.9,3256.7
2021,spring,Crow,Hill,Crow_Hill,4/11/2021,0,0,16.41333333,32.6,110.3,47.09,1.519032258,15.61290323,32.6,209.1,74.22,1.216721311,10.54754098,32.6,306,110.32,1.212307692,9.765934066,32.6,381.2,170.17,1.406363636,9.161983471,32.6,453.9,211.94,1.403576159,9.697350993,32.6,597.1,256.67,1.418066298,10.56961326,33.7,805.2,707.32,1.932568306,17.61092896,41.9,3523.3
2021,spring,Crow,Gas,Crow_Gas,4/11/2021,0,0,16.41333333,32.6,110.3,47.09,1.519032258,15.61290323,32.6,209.1,74.22,1.216721311,10.54754098,32.6,306,110.32,1.212307692,9.765934066,32.6,381.2,170.17,1.406363636,9.161983471,32.6,453.9,211.94,1.403576159,9.697350993,32.6,597.1,256.67,1.418066298,10.56961326,33.7,805.2,707.32,1.932568306,17.61092896,41.9,3523.3
2021,spring,Crow,Cattle,Crow_Cattle,4/11/2021,0,0,16.54666667,32.7,110.35,47.73,1.539677419,15.6483871,32.7,208.6,74.84,1.226885246,10.55081967,32.7,305.25,110.5,1.214285714,9.78021978,32.7,380.65,169.94,1.40446281,9.180165289,32.7,454.15,212.74,1.408874172,9.72384106,32.7,599.15,254.78,1.407624309,10.62099448,34,810.6,720.1,1.967486339,17.7079235,42.2,3553.1
2021,spring,Crow,Cactus,Crow_Cactus,4/11/2021,0,0,16.54666667,32.7,110.35,47.73,1.539677419,15.6483871,32.7,208.6,74.84,1.226885246,10.55081967,32.7,305.25,110.5,1.214285714,9.78021978,32.7,380.65,169.94,1.40446281,9.180165289,32.7,454.15,212.74,1.408874172,9.72384106,32.7,599.15,254.78,1.407624309,10.62099448,34,810.6,720.1,1.967486339,17.7079235,42.2,3553.1
2021,spring,Hagerman,Bennett Hill,Hagerman_Bennett Hill,4/26/2021,79.13,5.275333333,13.58666667,28,72.9,81.08,2.615483871,14.76774194,28,184.25,195.17,3.199508197,14.08196721,28,340.2,204.4,2.246153846,10.05384615,28,386.9,301.18,2.489090909,9.351239669,28,437.5,340.53,2.255165563,8.970198675,28,514.4,366.6,2.025414365,9.777900552,28,688.75,1041.38,2.845300546,16.96284153,38.6,3298.95
2021,spring,Hagerman,Upper,Hagerman_Upper,4/26/2021,75.58,5.038666667,13.42,28,72.55,78.47,2.531290323,14.61612903,28,183.35,184.9,3.031147541,13.99672131,28,338.95,193.96,2.131428571,9.953846154,28,385,290.91,2.404214876,9.252892562,28,435.75,330.17,2.186556291,8.864900662,28,512.95,358.32,1.979668508,9.672928177,28,687.45,999.35,2.730464481,16.84480874,38.5,3279
2021,spring,Hagerman,Crow Hill,Hagerman_Crow Hill,4/26/2021,81.37,5.424666667,13.57333333,28,73.5,84.17,2.71516129,14.72580645,28,184.45,203.54,3.336721311,14.09836066,28,340.35,212.94,2.34,10.05934066,28,387.25,312.75,2.584710744,9.376033058,28,438.8,354.83,2.34986755,9,28,515.8,382.65,2.114088398,9.806077348,28,691.05,1053.25,2.87773224,16.98825137,38.7,3307.2
2021,spring,Hagerman,Meadow Pond,Hagerman_Meadow Pond,4/26/2021,79.13,5.275333333,13.58666667,28,72.9,81.08,2.615483871,14.76774194,28,184.25,195.17,3.199508197,14.08196721,28,340.2,204.4,2.246153846,10.05384615,28,386.9,301.18,2.489090909,9.351239669,28,437.5,340.53,2.255165563,8.970198675,28,514.4,366.6,2.025414365,9.777900552,28,688.75,1041.38,2.845300546,16.96284153,38.6,3298.95
2021,spring,Lewisville,Airfield,Lewisville_Airfield,4/24/2021,44.72,2.981333333,15.44,29.4,93.15,80.2,2.587096774,16.39677419,29.4,214.65,165.19,2.708032787,15.6,29.4,393.15,183.44,2.015824176,11.70879121,29.4,448.3,251.53,2.078760331,10.87603306,29.4,511.65,301.71,1.99807947,10.60993377,29.4,603,323.44,1.786961326,11.33370166,29.4,788.4,943,2.576502732,18.71994536,40.8,3741.15
2021,spring,Lewisville,Westlake,Lewisville_Westlake,4/24/2021,44.88,2.992,15.25333333,29.5,92.15,88.56,2.856774194,16.23870968,29.5,212.65,173.38,2.842295082,15.47377049,29.5,391.6,195.21,2.145164835,11.56813187,29.5,446.35,270.69,2.237107438,10.73719008,29.5,508.85,322.74,2.137350993,10.48013245,29.5,600.15,348.28,1.924198895,11.21381215,29.5,784.95,1044.2,2.853005464,18.62759563,40.9,3725.7
2021,spring,Lewisville,Oakland,Lewisville_Oakland,4/24/2021,44.72,2.981333333,15.44,29.4,93.15,80.2,2.587096774,16.39677419,29.4,214.65,165.19,2.708032787,15.6,29.4,393.15,183.44,2.015824176,11.70879121,29.4,448.3,251.53,2.078760331,10.87603306,29.4,511.65,301.71,1.99807947,10.60993377,29.4,603,323.44,1.786961326,11.33370166,29.4,788.4,943,2.576502732,18.71994536,40.8,3741.15
2021,spring,Stillhouse,WMA5,Stillhouse_WMA5,4/5/2021,17.01,1.134,15.53333333,26.7,98.95,24.11,0.777741935,15.87419355,28.8,219.5,62.36,1.022295082,11.2852459,28.8,317.8,98.88,1.086593407,10.73406593,28.8,414.3,198.78,1.642809917,10.5661157,28.8,531.2,220.17,1.45807947,11.41390728,28.8,727.65,238.12,1.31558011,12.59944751,35,1014.25,709.9,1.939617486,19.06092896,40.5,3875.7
2021,spring,Stillhouse,50 Acres,Stillhouse_50 Acres,4/5/2021,17.01,1.134,15.53333333,26.7,98.95,24.11,0.777741935,15.87419355,28.8,219.5,62.36,1.022295082,11.2852459,28.8,317.8,98.88,1.086593407,10.73406593,28.8,414.3,198.78,1.642809917,10.5661157,28.8,531.2,220.17,1.45807947,11.41390728,28.8,727.65,238.12,1.31558011,12.59944751,35,1014.25,709.9,1.939617486,19.06092896,40.5,3875.7
2021,spring,Stillhouse,Dana Peak,Stillhouse_Dana Peak,4/5/2021,17.75,1.183333333,15.48666667,26.9,98.5,25.9,0.835483871,15.79354839,28.7,218,63.16,1.035409836,11.23606557,28.7,316.35,99.33,1.091538462,10.71538462,28.7,410.75,194.9,1.610743802,10.49173554,28.7,525.6,214.06,1.417615894,11.32251656,28.7,720.2,230.38,1.27281768,12.51657459,35.4,1006.5,700.56,1.914098361,19.02513661,40.5,3868.95
2021,spring,Waco,Area 48,Waco_Area 48,4/6/2021,25.71,1.714,15.78,27,103.7,28.69,0.925483871,15.84516129,28.4,224.3,63.01,1.03295082,11.06721311,28.4,320.65,100.69,1.106483516,10.44725275,28.4,408.15,215.51,1.78107438,10.27272727,28.4,523.35,247.63,1.639933775,11.04635762,28.4,708.05,287.75,1.589779006,12.2038674,35.7,980.15,845.19,2.309262295,18.9989071,41.4,3888
2021,spring,Waco,Area 52,Waco_Area 52,4/6/2021,25.71,1.714,15.78,27,103.7,28.69,0.925483871,15.84516129,28.4,224.3,63.01,1.03295082,11.06721311,28.4,320.65,100.69,1.106483516,10.44725275,28.4,408.15,215.51,1.78107438,10.27272727,28.4,523.35,247.63,1.639933775,11.04635762,28.4,708.05,287.75,1.589779006,12.2038674,35.7,980.15,845.19,2.309262295,18.9989071,41.4,3888
2021,spring,Waco,Area 111,Waco_Area 111,4/6/2021,25.71,1.714,15.78,27,103.7,28.69,0.925483871,15.84516129,28.4,224.3,63.01,1.03295082,11.06721311,28.4,320.65,100.69,1.106483516,10.44725275,28.4,408.15,215.51,1.78107438,10.27272727,28.4,523.35,247.63,1.639933775,11.04635762,28.4,708.05,287.75,1.589779006,12.2038674,35.7,980.15,845.19,2.309262295,18.9989071,41.4,3888
2021,spring,Waco,Area 12,Waco_Area 12,4/6/2021,25.71,1.714,15.78,27,103.7,28.69,0.925483871,15.84516129,28.4,224.3,63.01,1.03295082,11.06721311,28.4,320.65,100.69,1.106483516,10.44725275,28.4,408.15,215.51,1.78107438,10.27272727,28.4,523.35,247.63,1.639933775,11.04635762,28.4,708.05,287.75,1.589779006,12.2038674,35.7,980.15,845.19,2.309262295,18.9989071,41.4,3888
2021,spring,Wagley,Watertrap,Wagley_Watertrap,4/10/2021,0,0,16.83333333,33.1,116,38.38,1.238064516,16.03870968,33.1,219.25,78.44,1.285901639,10.70327869,33.1,309.5,119.9,1.317582418,9.8,33.1,376.5,188,1.553719008,9.287603306,33.1,452.3,217.96,1.443443709,9.68410596,33.1,588.65,289.85,1.601381215,10.57569061,36.6,802.1,799,2.183060109,17.71393443,42.4,3563.1
